nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
4,1,21,187,46,21,706614420676,706614421732
\\x8e\\x\x90E`r(\n\x18\xc6c\x98xqc\xc6`\xc8\x04\x8eH\x04\xc3\xa2w\x6\xeeh\x18\xd3.\xf0y\xd5\xac\xfa\x9f\x7Ud\xc\x19uO6xc\xca\xUo\xf2,\\\x14\x82\xf4Y(\x06GyF$g\xcc\xd+\x8f\xf^!\xad\x04\xc6\xa1\x9c}\xff,706614422857
\\x8e\\x0c\\x1cp\\x8c\\x1c\\x80\\x0c\\x1c\\x82L\\x0cr\x1c<\xf4k\xe0\xa4\xf0\x1ff\\x1\x03\\885Lyd`\x7\x0.?\x18\x02\x04\xf417300\x88,706614423865
3,3,21,31145,21,706614423699,706614424752
4,5,20,71,46,21,706614424706,706614425574
4,6,21,75,45,21,,066614425823,706614426522
\\x82\\x0crp\\x8c\\x1c\\x80\\x0cr\\x80\\xcc\\cc\\x1cpL\\x8e\\x8c\\x0c\\x1c\\x80\\xfc,706614426834,706614427709
\\x82\\x0crp\\x8c\\x1c\\x80\\x0cr\\x80\\xcc\\x8ep\\x0c\\x8e\\xe0\\x0c\\x1c\\x82\\xfc,706614427539,706614428065
4,8,21,181,45,21,706614427727,706614428778
4,9,21,70,45,21,7066144\rq\x9de,706614429787
3,8,20,430,52,21,706614429742,706614430796
1,7,19,485,48,21,706614431054,706614431411
3,9,20,198,52,20,706614431367,706614432070
1,8,20,514,48,21,706614432162,706614432518
4,12,21,80,45,21,706614431757,706614432812
3,10,20,197,52,20,706614432875,706614433575
4,14,21,77,45,21,706614\xf4\xac\x84\xfaI\x1,706614434827
4,15,21,71,45,21,706614434883,706614435582
4,16,20,181,45,21,(?0\xdf\xdc\x7f\xf7gS\xf0\x81u\x19,706614436844
3,12,20,308,53,21,706614436591,706614437292
4,17,21,180,45,21,706614436794,706614437849
1,12,20,480,48,21,706614438393,706614438750
3,13,20,301,53,21,706614438599,706614439303
1,13,21,477,48,21,706614439701,706614439863
3,14,20,311,52,20,706614440307,706614440872
1,15,19,477,48,21,706614441515,706614442220
3,16,20,174,52,20,706614442622,706614443323
4,23,21,173,45,21,706614442837,706614443889
3,17,20,261,53,21,706614443844,706614444897
4,25,21,170,45,21,706614444851,706614445779
2,1,20,682,46,21,7006544445738,706614446439
4,26,21,174,45,21,706614445858,706614446919
\\x82\\x0cp\\xe0\\x0c\\x1c\\x80\\x0c\\x8e\\x9cL\\x0c\\x8e\\x9e\\x0c\\x1c\\x82\\xfc,706614446847,706614447376
2,2,20,5635,45,21,706614446866,706614447919
3,19,21,171,53,21,706614447746,706614448452
1,19,21,177,45,21,706614447873,706614448935
3,20,20,295,53,21,706614448854,706614449554
2,3,19,577,46,21,706614449434,706614450006
1,30,21,196,45,21,706614449888,706614450944
\\x00,706614451031,706614451528
4,31,21,195,45,21,706614450897,706614451950
2,5,20,567,46,21,706614451853,706614452412
1,21,19,494,47,21,706614452471,706614452827
4,\xc3w\x80\xaf8E%\xd6}\x8fz\xae\xf8\xef\x80+\xd0\xf1\xefG\xc0\x91/\xc0*\x170}3WG,706614453964
5,18,21,640,47,21,706614454005,706614454534
2,7,21,696,46,21,706614454565,706614455123
2,8,20,692,46,,21,706614454919,706614455973
1,23,21,489,47,21,7p\xe6\xf1?456088,706614456447
4,35,21,170,45,21,706614455926,706614456981
4,36,21,167,45,21,706614456938,706614457991
