nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp
2,1,20,682,46,21
2,2,20,563,46,21
2,3,19,577,46,21
2,4,19,712,46,21
2,5,20,567,46,21
2,6,20,554,46,21
2,7,21,696,46,21
2,8,20,692,46,21
2,9,21,544,46,21
2,10,21,531,46,21
2,11,20,520,46,21
2,12,19,528,46,21
2,13,20,527,46,21
2,14,22,527,46,21
2,15,22,531,46,21
2,16,20,536,46,21
2,17,21,850,46,21
2,18,21,667,46,21
2,19,19,655,46,21
2,20,22,504,46,21
2,21,20,496,46,21
2,22,19,480,46,21
2,23,21,475,46,21
2,24,20,610,46,21
2,25,21,480,46,21
2,26,20,634,46,21
2,27,20,645,46,21
2,28,20,643,46,21
2,29,20,644,46,21
2,30,21,502,46,21
2,31,20,503,46,21
2,32,21,492,46,21
2,33,20,480,46,21
2,34,21,478,46,21
2,35,21,605,46,21
2,36,20,735,46,21
2,37,20,463,46,21
2,38,20,602,46,21
2,39,20,603,46,21
2,40,20,608,46,21
2,41,19,472,46,21
2,42,20,607,45,21
2,43,20,605,46,21
2,44,20,600,46,21
2,45,20,600,45,21
2,46,20,603,46,21
2,47,21,468,46,21
2,48,21,470,46,21
2,49,21,614,46,21
2,50,20,478,46,21
2,51,20,480,46,21
2,52,20,605,46,21
2,53,22,464,45,21
2,54,21,463,45,21
2,55,19,602,45,21
2,56,21,600,45,21
2,57,22,461,45,21
2,58,21,601,45,21
2,59,20,468,45,21
2,60,20,471,44,21
2,61,20,614,44,21
2,62,21,632,44,21
2,63,21,670,44,21
2,64,20,581,44,21
2,65,19,736,44,21
2,66,20,730,44,21
2,67,20,574,44,21
2,68,20,568,44,21
2,69,21,702,44,21
2,70,20,692,44,21
2,71,21,688,44,21
2,72,21,536,44,21
2,73,20,528,44,21
2,74,20,655,44,21
2,75,20,508,44,21
2,76,20,501,44,21
2,77,21,638,44,21
2,78,20,630,44,21
2,79,22,631,44,21
2,80,21,630,44,21
2,81,22,495,45,22
2,82,19,634,44,21
2,83,21,501,44,21
2,84,21,654,44,21
2,85,19,520,44,21
2,86,20,524,44,21
2,87,20,524,44,21
2,88,20,527,44,21
2,89,20,525,44,21
2,90,20,670,44,21
2,91,20,663,44,21
2,92,21,516,44,21
2,93,20,511,44,21
2,94,20,508,44,21
2,95,20,521,44,21
2,96,20,675,44,21
2,97,20,692,44,21
2,98,20,710,44,21
2,99,21,582,44,21
2,100,20,588,44,21
2,101,19,587,44,21
2,102,21,577,44,21
2,103,20,562,44,21
2,104,20,676,43,21
2,105,20,665,44,21
2,106,21,656,43,21
2,107,19,662,44,22
2,108,20,541,44,22
2,109,20,550,44,22
2,110,21,569,43,21
2,111,20,715,44,22
2,112,20,710,44,22
2,113,21,704,44,22
2,114,19,552,44,22
2,115,20,545,44,22
2,116,20,537,44,22
2,117,20,655,44,22
2,118,20,498,44,22
2,119,21,487,44,22
2,120,20,614,44,22
2,121,19,476,44,22
2,122,20,615,44,22
2,123,20,480,44,22
2,124,21,622,44,22
2,125,20,488,44,22
2,126,20,490,44,22
2,127,21,636,44,22
2,128,20,497,44,22
2,129,20,783,44,22
2,130,19,510,44,22
2,131,20,511,44,22
2,132,21,512,44,22
2,133,20,651,44,22
2,134,20,658,44,22
2,135,20,535,44,22
2,136,20,671,43,22
2,137,21,680,44,22
2,138,20,540,43,22
2,139,20,676,43,22
2,140,20,683,43,22
2,141,20,551,43,22
2,142,21,558,43,22
2,143,20,700,43,22
2,144,20,564,43,22
2,145,20,980,43,22
2,146,20,590,43,22
2,147,21,737,43,22
2,148,20,738,43,22
2,149,21,585,43,22
2,150,21,571,43,22
2,151,21,564,43,22
2,152,21,911,43,22
2,153,21,694,43,22
2,154,21,681,43,22
2,155,20,525,43,22
2,156,20,784,43,22
2,157,20,634,43,22
2,158,19,769,43,22
2,159,20,487,43,22
2,160,20,752,43,22
2,161,20,614,43,22
2,162,19,609,43,22
2,163,20,476,43,22
2,164,19,608,43,22
2,165,20,472,43,22
2,166,20,609,43,22
2,167,20,472,43,22
2,168,20,477,43,22
2,169,19,476,43,22
2,170,20,612,43,22
2,171,20,477,43,22
2,172,20,487,43,22
2,173,21,631,43,22
2,174,20,507,43,22
2,175,20,668,43,22
2,176,20,694,43,22
2,177,21,560,42,22
2,178,20,703,43,22
2,179,20,563,42,22
2,180,20,722,42,22
2,181,20,605,42,22
2,182,22,629,42,22
2,183,20,636,42,22
2,184,21,634,42,22
2,185,20,624,42,22
2,186,20,745,42,22
2,187,20,711,42,22
2,188,21,701,42,22
2,189,20,705,42,22
2,190,20,555,42,22
2,191,20,542,42,22
2,192,20,676,42,22
2,193,20,523,42,22
2,194,20,524,42,22
2,195,21,663,42,22
2,196,19,530,42,22
2,197,21,524,42,22
2,198,20,511,42,22
2,199,19,502,42,22
2,200,19,637,42,22
2,201,19,496,42,22
2,202,20,502,42,22
2,203,21,504,42,22
2,204,20,656,42,22
2,205,20,523,42,22
