nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
2,1,21,476,46,21,706379293686,706379293499
5,1,22,487,47,22,706379297995,706379298064
1,4,22,695,47,22,706379303051,706379302655
2,2,21,691,46,21,706379304203,706379304013
3,2,21,280,52,22,706379306340,706379306298
4,2,21,197,45,22,706379307819,706379307690
5,2,22,371,46,22,706379308512,706379308586
1,5,21,684,47,22,706379313568,706379313166
2,3,21,694,45,21,706379314720,706379314530
3,3,21,289,52,22,706379316858,706379316812
5,3,22,400,46,22,706379319030,706379319099
\\x82\\x0c\\x8ep\\x8c\\x1c\\x82\\x0c\\x8e\\x9e\\xcc\\x8ep\\x0c\\x8e\\x9e\\x0c\\x1c\\x8c\\xfc,706379324090,706379323869
2,4,21,692,45,21,706379325237,706379325050
3,4,21,414,52,22,706379327377,706379327338
4,4,22,181,45,22,706379328852,706379328726
5,4,22,423,46,22,706379329549,706379329618
1,7,22,674,47,22,706379334606,706379334207
2,5,22,554,45,21,706379335754,706379335563
3,5,21,296,52,22,706379337896,706379337849
4,5,21,69,45,22,706379339369,706379339240
5,5,22,428,46,22,706379340067,706379340138
1,8,22,656,47,22,706379345124,706379344721
2,6,22,687,45,21,706379346274,706379346086
3,6,21,412,51,22,706379348414,706379348366
4,6,21,183,45,22,706379349886,706379349760
5,6,22,428,46,22,706379350585,706379350651
1,9,21,637,46,22,706379355642,706379355242
2,7,21,554,45,21,706379356790,706379356597
3,7,21,272,51,22,706379358933,706379358886
4,7,22,182,44,22,706379360403,706379360272
5,7,22,417,46,22,706379361103,706379361170
1,10,21,594,46,22,706379366160,706379365756
2,8,21,465,46,22,706379367308,706379367116
3,8,21,260,51,22,706379369452,706379369406
4,8,22,191,44,22,706379370920,706379370792
5,8,23,405,45,22,706379371620,706379371688
1,11,20,474,46,22,706379376677,706379376278
2,9,21,662,45,22,706379377825,706379377633
3,9,21,390,51,22,706379379972,706379379924
4,9,22,157,44,22,706379381437,706379381311
5,9,22,432,45,22,706379382138,706379382203
1,12,22,584,45,22,706379387194,706379386791
2,10,20,632,45,22,706379388343,706379388154
3,10,21,369,51,22,706379390490,706379390442
4,10,22,177,44,22,706379391954,706379391827
5,10,23,408,45,23,706379392654,706379392723
1,13,21,452,45,22,706379397711,706379397308
2,11,21,508,45,22,706379398861,706379398667
3,11,22,228,51,22,706379401008,706379400963
4,11,21,193,44,22,706379402471,706379402348
5,11,23,407,45,23,706379403172,706379403239
\\x82\\x0cp\\x90\\x0c\\x1c\\x82\\x0c\\x8e\\x8eL\\x8ep\\x0c\\x8e\\x92\\x0c\\x1c\\x8c\\xfc,706379408233,706379408013
2,12,21,636,45,22,706379409378,706379409184
3,12,21,324,51,22,706379411526,706379411478
4,12,21,175,44,22,706379412989,706379412861
5,12,23,415,45,23,706379413689,706379413761
1,15,22,545,44,22,706379418750,706379418346
2,13,21,614,45,22,706379419896,706379419704
3,13,21,296,51,22,706379422044,706379421996
4,13,22,176,44,22,706379423506,706379423382
5,13,22,425,45,23,706379424207,706379424272
1,16,20,407,44,22,706379429267,706379428861
2,14,22,467,45,22,706379430413,706379430218
3,14,21,277,50,22,706379432562,706379432520
4,14,22,176,43,22,706379434023,706379433896
5,14,22,403,45,23,706379434724,706379434790
1,17,21,495,44,22,706379439784,706379439378
2,15,22,397,44,22,706379440931,706379440739
3,15,21,138,50,22,706379443081,706379443038
4,15,22,141,43,23,706379444540,706379444411
5,15,22,196,45,23,706379445242,706379445310
1,18,21,416,44,22,706379450302,706379449902
2,16,21,305,44,22,706379451448,706379451255
3,16,21,97,50,22,706379453599,706379453547
4,16,22,115,43,23,706379455056,706379454929
5,16,22,271,45,23,706379455759,706379455823
\\x82\\x0cp\\xe2\\x0c\\x1c\\x82\\x0c\\x1c\\xe2\\xcc\\x8ep\\x0c\\x8e\\x90\\x0c\\x1c\\x8c\\xfc,706379460823,706379460606
2,17,21,408,44,22,706379461966,706379461771
3,17,22,85,50,22,706379464117,706379464067
4,17,22,120,43,23,706379465573,706379465444
5,17,22,135,44,23,706379466277,706379466345
1,20,20,432,44,22,706379471338,706379470932
2,18,21,276,44,22,706379472484,706379472286
3,18,22,184,50,22,706379474636,706379474589
4,18,21,131,43,23,706379476090,706379475966
5,18,22,129,44,23,706379476794,706379476856
1,21,21,425,44,22,706379481856,706379481454
2,19,21,270,44,22,706379483001,706379482806
3,19,21,87,50,22,706379485154,706379485103
4,19,21,117,42,23,706379486607,706379486478
5,19,22,102,44,23,706379487312,706379487380
1,22,21,425,43,23,706379492373,706379491967
2,20,21,262,43,22,706379493518,706379493324
\\x8e\\x0c\\x1c\\x80\\x0c\\x1c\\x82\\x0cp\\xe0\\xcc\\x8ep\\x0c\\x8e\\xe2\\x0c\\x1c\\x8c\\xfc,706379495676,706379495815
4,20,22,114,42,23,706379497124,706379497002
5,20,21,170,43,23,706379497829,706379497894
1,23,22,411,43,23,706379502891,706379502486
2,21,22,383,43,22,706379504036,706379503840
3,21,22,125,49,22,706379506194,706379506147
\xa28>1,22,99,42,23\,706379507641,706379507512
5,21,22,192,43,23,706379508347,706379508408
1,24,21,417,43,23,706379513408,706379513000
2,22,21,269,43,22,706379514554,706379514357
3,22,21,193,49,22,706379516713,706379516667
4,22,22,98,42,23,706379518159,706379518029
5,22,22,108,43,23,706379518865,706379518930
1,25,22,431,43,23,706379523924,706379523522
2,23,22,272,43,22,706379525071,706379524873
3,23,21,195,49,22,706379527230,706379527180
4,23,21,91,42,23,706379528676,706379528552
5,23,23,101,43,23,706379529382,706379529443
1,26,21,467,42,23,706379534442,706379534033
2,24,23,269,43,22,706379535589,706379535396
3,24,22,147,49,22,706379537748,706379537697
4,24,22,83,41,23,706379539193,706379539063
5,24,22,182,43,23,706379539900,706379539964
