nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
1,2,22,22,37,23,706393042608,706393042809
\\x82\\x0c\\x1cp\\x8c\\x1c\\x8c\\x0c\\x1c\\x8c\\x0c\\x1c\\x9e\\x0c\\x1c\\x8e\\xfc,706393044122,706393044478
\\x82\\x0c\\x8ep\\x8c\\x1c\\x8c\\x0c\\x1c\\x8c\\x0c\\x1c\\x9e\\x0c\\x1c\\x8e\\xfc,706393045633,706393045992
5,1,22,12,38,24,706393046837,706393047574
1,5,22,21,37,23,706393051645,706393051851
2,2,22,14,40,21,706393053208,706393053665
3,2,21,13,47,21,706393054680,706393055284
4,2,22,2,39,22,706393055976,706393056379
5,2,22,11,38,24,706393057355,706393058094
1,6,22,21,37,23,706393062163,706393062363
2,3,22,14,41,21,706393063726,706393064188
3,3,21,13,47,21,706393065197,706393065800
4,3,22,2,39,22,706393066493,706393066899
5,3,22,12,38,24,706393067873,706393068607
1,7,22,21,37,23,706393072681,706393072882
2,4,22,14,41,21,706393074245,706393074701
3,4,22,13,46,21,706393075715,706393076320
4,4,22,2,39,22,706393077010,706393077413
5,4,22,11,38,24,706393078390,706393079126
1,8,22,21,37,23,706393083199,706393083398
2,5,22,14,40,21,706393084763,706393085227
3,5,21,13,46,21,706393086232,706393086834
4,5,22,2,39,22,706393087527,706393087927
5,5,22,11,38,24,706393088908,706393089643
\1,9,22,22,37,23,g06393093716,706393093920
2,6,22,15,40,21,706393095281,706393095735
3,6,21,12,47,21,706393096749,706393097351
4,6,22,2,39,22,706393098044,706393098448
5,6,22,11,38,24,706393099425,706393100162
\\x82\\x0cp\\x80\\x0c\\x1c\\x8c\\x0c\\x1c\\x80\\x0c\\x1c\\x9e\\x0c\\x1c\\x8e\\xfc,706393104238,706393104597
2,7,22,14,40,21,706393105799,706393106255
3,7,21,13,47,21,706393107267,706393107870
4,7,22,3,39,22,706393108561,706393108969
5,7,22,11,38,24,706393109943,706393110680
1,11,22,20,37,23,706393114755,706393114952
2,8,22,13,40,21,706393116319,706393116779
3,8,21,12,47,21,706393117785,706393118386
4,8,22,2,39,22,706393119078,706393119480
5,8,22,11,38,24,706393120460,706393121192
1,12,22,20,37,23,706393125272,706393125475
2,9,22,13,40,21,706393126837,706393127290
3,9,22,12,47,21,706393128302,706393128905
4,9,22,2,39,22,706393129596,706393129999
5,9,22,10,38,24,706393130978,706393131716
1,13,22,20,37,23,706393135790,706393135988
2,10,22,13,41,22,706393137355,706393137814
3,10,22,12,47,21,706393138819,706393139419
4,10,22,2,39,22,706393140113,706393140529
5,10,22,11,38,24,706393141496,706393142229
1,14,22,19,37,23,706393146307,706393146506
2,11,22,13,40,21,706393147873,706393148327
3,11,21,12,46,21,706393149336,706393149942
4,11,22,1,39,22,706393150630,706393151044
5,11,22,10,38,24,706393152013,706393152746
1,15,22,19,37,23,706393156826,706393157025
2,12,22,13,41,22,706393158394,706393158856
3,12,21,12,46,21,706393159854,706393160452
4,12,22,1,39,22,706393161147,706393161556
5,12,22,10,38,24,706393162531,706393163269
1,16,22,19,37,23,706393167344,706393167544
2,13,22,12,40,21,706393168911,706393169365
3,13,21,11,47,22,706393170371,706393170968
4,13,22,1,39,23,706393171664,706393172079
5,13,22,10,38,24,706393173048,706393173779
1,17,22,18,37,23,706393177862,706393178059
2,14,22,12,41,22,706393179430,706393179885
3,14,22,11,47,22,706393180889,706393181490
4,14,22,2,39,23,10P593182181,706393182600
5,14,22,10,38,24,706393183566,706393184304
1,18,22,18,37,23,706393188380,706393188575
2,15,22,12,41,22,706393189948,706393190403
3,15,22,11,47,22,706393191405,706393192004
4,15,22,1,39,23,706393192698,706393193113
5,15,22,10,38,24,706393194084,706393194816
1,19,22,18,37,23,706393198898,706393199100
2,16,22,12,41,22,706393200466,706393200917
3,16,22,10,47,22,706393201923,706393202524
5,16,22,10,38,24,706393204601,706393205342
1,20,22,17,37,23,706393209416,706393209611
2,17,22,12,41,22,706393210985,706393211441
3,17,22,11,47,22,706393212440,706393213038
4,17,22,2,39,23,706393213733,706393214150
5,17,22,10,38,24,706393215118,706393215851
1,21,22,17,37,23,706393219934,706393220128
2,18,22,11,41,22,706393221503,706393221954
3,18,21,10,47,22,706393222958,706393223561
4,18,22,2,39,23,706393224251,706393224665
5,18,22,9,38,24,706393225636,706393226366
1,22,22,17,37,23,706393230451,706393230647
2,19,22,11,40,22,706393232021,706393232479
3,19,22,10,47,22,706393233475,706393234072
4,19,22,1,38,23,706393234768,706393235181
5,19,22,9,38,24,706393236153,706393236885
1,23,22,17,37,23,706393240969,706393241168
2,20,22,11,40,22,706393242540,706393242992
3,20,22,10,47,22,706393243991,706393244588
4,20,22,1,39,23,706393245285,706393245701
5,20,22,9,38,24,706393246671,706393247402
1,24,22,16,37,23,706393251486,706393251680
2,21,22,11,40,22,706393253058,706393253509
3,21,22,10,47,22,706393254509,706393255110
4,21,22,1,39,23,706393255802,706393256220
5,21,22,9,38,24,706393257189,706393257920
1,25,22,16,37,23,706393262005,706393262200
2,22,22,10,40,22,706393263576,706393264026
3,22,22,9,47,22,706393265026,706393265622
4,22,22,1,38,23,706393266319,706393266734
5,22,22,9,38,24,706393267706,706393268436
1,26,22,16,37,23,706393272522,706393272720
2,23,22,10,40,22,706393274094,706393274550
3,23,22,9,47,22,706393275544,706393276141
4,23,22,1,38,23,706393276836,706393277249
5,23,22,9,38,24,706393278224,706393278955
1,27,22,15,37,23,706393283040,706393283232
2,24,22,10,40,22,706393284612,706393285064
3,24,22,9,47,22,706393286062,706393286658
4,24,22,1,38,23,706393287354,706393287772
5,24,22,9,38,24,706393288741,706393289471
1,28,22,15,37,23,706393293557,706393293751
2,25,22,10,40,22,706393295130,706393295580
3,25,21,9,47,22,706393296579,706393297175
5,25,22,8,38,24,706393299259,706393299987
1,29,22,15,37,23,706393304074,706393304271
2,26,22,9,40,22,706393305649,706393306103
3,26,21,8,46,22,706393307097,706393307692
4,26,22,1,38,23,706393308387,706393308802
5,26,22,8,38,24,706393309776,706393310506
1,30,22,15,37,23,706393314591,706393314786
2,27,22,9,39,22,706393316167,706393316615
3,27,22,8,46,22,706393317614,706393318207
4,27,22,1,38,23,706393318904,706393319321
5,27,22,8,38,24,706393320294,706393321022
1,31,22,14,37,23,706393325108,706393325300
2,28,22,9,39,22,706393326686,706393327135
3,28,22,8,46,22,706393328132,706393328729
4,28,22,1,38,23,706393329421,706393329837
5,28,22,8,38,24,706393330812,706393331543
1,32,22,14,37,23,706393335625,706393335818
2,29,22,9,39,22,706393337204,706393337654
3,29,22,8,46,22,706393338649,706393339241
5,29,22,7,38,24,706393341330,706393342056
1,33,22,14,37,23,706393346143,706393346343
2,30,22,9,39,22,706393347723,706393348174
3,30,22,8,46,22,706393349167,706393349758
4,30,22,1,?8,23,706393350456,706393350869
5,30,22,7,38,24,706393351848,706393352577
1,34,22,13,37,23,706393356660,706393356852
2,31,22,8,39,22,706393358241,706393358689
3,31,21,7,46,22,706393359685,706393360279
1,35,22,13,37,23,706393367178,706393367369
2,32,22,8,39,22,706393368759,706393369206
3,32,21,8,46,22,706393370201,706393370794
4,32,22,1,38,23,706393371490,706393371904
5,32,22,7,38,24,706393372883,706393373607
1,36,22,12,37,23,706393377695,706393377894
2,33,22,8,39,22,706393379278,706393379728
3,33,22,7,46,22,706393380719,706393381317
4,33,22,1,37,23,706393382007,706393382420
5,33,22,7,38,24,706393383400,706393384131
1,37,22,12,37,23,706393388211,706393388403
2,34,22,8,39,22,706393389795,706393390243
3,34,22,7,46,22,706393391236,706393391828
4,34,22,1,37,23,706393392524,706393392942
5,34,22,6,38,24,706393393918,706393394641
1,38,22,12,37,23,706393398729,706393398919
2,35,22,7,39,22,706393400314,706393400761
3,35,21,7,46,22,706393401753,706393402349
4,35,22,0,37,23,706393403041,706393403457
5,35,22,7,38,24,706393404436,706393405159
