nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
5,1,19,52,53,18,706344457702,706344457832
6,1,18,178,54,17,706344457914,706344458685
7,1,19,85,49,18,706344459905,706344460639
1,5,19,172,53,18,706344461316,706344461752
2,3,19,121,50,18,706344462983,706344463669
3,2,19,92,57,18,706344464859,706344465688
5,2,19,47,53,18,706344468220,706344468353
6,2,17,185,54,18,706344468432,706344469196
7,2,18,91,49,18,706344470423,706344471157
1,6,18,155,53,18,706344471834,706344472262
2,4,19,104,50,18,706344473501,706344474187
\\x8e\\x0c\\x1cpLL\\x0c|\\x8c\\x0cr\\x9e\\x0cp\\xe0\\xfc,706344475381,706344476310
4,3,17,183,52,18,706344476332,706344477057
5,3,19,53,53,18,706344478737,706344478869
6,3,17,304,54,18,706344478949,706344479714
7,3,19,44,48,18,706344480940,706344481675
1,7,19,173,52,18,706344482352,706344482780
2,5,18,121,49,18,706344484019,706344484705
\\x8e\\x0c\\x8epLL\\x0c|\\x8c\\x0cr\\x9e\\x0cp\\xe0\\xfc,706344485904,706344486835
4,4,18,76,51,18,706344486849,706344487574
5,4,19,52,53,18,706344489255,706344489391
6,4,18,307,54,18,706344489466,706344490231
7,4,19,85,48,18,706344491458,706344492187
1,8,19,155,52,18,706344492869,706344493303
2,6,19,120,49,18,706344494537,706344495233
3,5,19,92,57,18,706344496421,706344497248
5,5,19,54,52,18,706344499772,706344499903
6,5,18,183,54,18,706344499983,706344500749
7,5,19,85,48,18,706344501976,706344502709
1,9,18,173,51,18,706344503386,706344503814
2,7,19,101,49,18,706344505055,706344505740
3,6,19,86,56,18,706344506939,706344507767
5,6,19,60,52,18,706344510289,706344510420
6,6,18,307,53,18,706344510501,706344511268
7,6,19,91,48,18,706344512493,706344513224
1,10,18,154,51,18,706344513903,706344514333
2,8,18,121,49,18,706344515572,706344516252
3,7,19,85,56,18,706344517458,706344518289
5,7,19,52,52,18,706344520807,706344520941
6,7,18,304,53,18,706344521019,706344521783
7,7,19,97,48,18,706344523010,706344523742
1,11,19,173,51,18,706344524420,706344524848
2,9,19,107,49,18,706344526090,706344526778
3,8,18,92,56,18,706344527975,706344528803
5,8,19,52,52,19,706344531324,706344531454
6,8,19,183,53,18,706344531537,706344532305
7,8,18,91,48,18,706344533529,706344534263
1,12,18,174,51,18,706344534937,706344535369
2,10,18,106,49,18,706344536608,706344537291
3,9,19,92,56,18,706344538493,706344539326
5,9,18,52,51,19,706344541842,706344541969
6,9,18,180,52,18,706344542054,706344542818
7,9,18,90,47,18,706344544046,706344544777
1,13,19,173,50,18,706344545454,706344545881
2,11,19,106,48,18,706344547125,706344547808
3,10,19,92,55,18,706344549013,706344549841
5,10,19,52,51,19,706344552360,706344552490
6,10,18,177,52,18,706344552572,706344553333
7,10,18,83,47,18,706344554564,706344555305
1,14,18,155,50,19,706344555972,706344556397
2,12,19,106,48,18,706344557643,706344558327
3,11,18,85,55,18,706344559531,706344560364
5,11,19,52,51,19,706344562878,706344563008
