nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
2,30,20,243,43,22,706362332015,706362332411
3,30,19,171,49,22,706362333804,706362334403
4,30,20,330,39,24,706362334802,706362335241
5,30,21,123,45,23,706362335740,706362336960
6,30,19,450,44,23,706362337605,706362337962
7,30,20,190,44,22,706362339053,706362339520
1,33,19,348,41,23,706362341234,706362341381
2,31,21,245,43,22,706362342532,706362342933
3,31,20,190,49,22,706362344322,706362344925
5,31,20,109,45,23,706362346257,706362347486
6,31,18,452,44,23,706362348122,706362348478
7,31,21,191,44,22,706362349571,706362350035
1,34,21,478,41,23,706362351752,706362351899
2,32,19,257,43,22,706362353050,706362353445
3,32,20,172,49,22,706362354841,706362355439
4,32,20,342,39,24,706362355837,706362356268
5,32,21,110,46,23,706362356775,706362357997
6,32,20,456,44,23,706362358639,706362359002
7,32,20,131,45,22,706362360089,706362360554
1,35,20,481,42,23,706362362270,706362362416
2,33,20,143,43,22,706362363567,706362363966
3,33,19,175,50,22,706362365358,706362365961
4,33,20,344,39,24,706362366355,706362366787
5,33,21,112,46,23,706362367293,706362368520
6,33,20,458,44,23,706362369155,706362369512
7,33,21,193,45,22,706362370607,706362371073
1,36,20,489,42,23,706362372787,706362372940
2,34,20,267,43,22,706362374085,706362374482
\\x8e\\x0c\\x1c\\x90\\x0c\\x1c\\x80\\x0cp\\x9e\\x8c\\x8ep\\x0c\\x8e\\xe2\\x0c\\x1c\\x8c\\xfc,706362375881,706362376669
4,34,21,478,39,24,706362376872,706362377305
5,34,21,113,45,23,706362377810,706362379031
6,34,20,463,44,23,706362379671,706362380027
7,34,21,147,45,22,706362381124,706362381588
1,37,22,491,42,23,706362383305,706362383450
2,35,21,152,43,23,706362384603,706362385001
3,35,19,176,50,22,706362386398,706362386997
5,35,21,115,45,23,706362388327,706362389548
6,35,19,463,44,23,706362390189,706362390546
7,35,21,156,44,22,706362391641,706362392106
1,38,21,369,42,23,706362393822,706362393969
2,36,20,277,43,23,706362395120,706362395514
3,36,19,196,50,22,706362396916,706362397515
4,36,20,362,40,24,706362397906,706362398340
5,36,21,132,45,23,706362398845,706362400069
6,36,19,470,44,23,706362400706,706362401062
7,36,21,196,44,22,706362402159,706362402626
1,39,20,370,41,23,706362404340,706362404485
2,37,20,163,43,23,706362405638,706362406031
3,37,19,197,50,22,706362407434,706362408032
4,37,21,491,40,24,706362408424,706362408858
5,37,21,132,45,23,706362409362,706362410582
6,37,20,610,45,23,706362411224,706362411581
7,37,21,197,44,22,706362412676,706362413139
1,40,20,401,41,23,706362414858,706362415007
2,38,20,289,43,23,706362416155,706362416554
3,38,19,197,49,22,706362417952,706362418551
4,38,21,371,40,24,706362418941,706362419374
5,38,21,134,45,23,706362419880,706362421102
6,38,19,617,45,23,706362421741,706362422097
7,38,21,171,45,22,706362423194,706362423656
1,41,22,382,41,23,706362425377,706362425521
2,39,20,292,43,23,706362426673,706362427068
3,39,20,180,49,22,706362428470,706362429067
4,39,20,372,40,24,706362429458,706362429893
5,39,21,135,45,23,706362430398,706362431619
6,39,20,755,45,23,706362432259,706362432619
7,39,20,199,45,22,706362433711,706362434170
1,42,21,388,42,23,706362435895,706362436039
2,40,20,185,43,23,706362437191,706362437584
\\x8e\\x0c\\x8e\\x80\\x0c\\x1c\\x80\\x0cp\\xe0L\\x0cr\\x80\\x0c\\x1c\\x8c\\xfc,706362438994,706362439752
4,40,19,404,39,24,706362439976,706362440415
5,40,21,137,46,24,706362440915,706362442138
6,40,19,481,46,23,706362442776,706362443132
7,40,20,76,46,22,706362444229,706362444692
1,43,19,392,42,23,706362446413,706362446564
2,41,21,188,43,23,706362447709,706362448098
3,41,19,182,50,22,706362449510,706362450108
4,41,20,387,40,24,706362450492,706362450927
5,41,20,122,46,24,706362451431,706362452651
6,41,19,482,45,23,706362453295,706362453650
7,41,21,78,46,22,706362454746,706362455203
1,44,20,423,42,23,706362456930,706362457072
2,42,21,200,43,23,706362458226,706362458628
3,42,20,85,50,22,706362460028,706362460625
4,42,20,392,40,24,706362461010,706362461447
5,42,21,124,46,24,706362461948,706362463167
6,42,20,627,45,23,706362463813,706362464172
7,42,20,196,46,22,706362465264,706362465726
1,45,21,427,42,23,706362467447,706362467592
2,43,21,321,43,23,706362468744,706362469138
3,43,20,94,50,22,706362470546,706362471137
4,43,20,424,40,24,706362471527,706362471963
5,43,20,125,46,24,706362472466,706362473690
6,43,20,631,45,23,706362474329,706362474684
7,43,20,203,46,22,706362475781,706362476246
1,46,20,407,42,23,706362477964,706362478108
2,44,20,210,43,23,706362479261,706362479654
3,44,20,98,50,22,706362481065,706362481662
4,44,21,405,40,24,706362482044,706362482484
5,44,21,126,47,23,706362482984,706362484199
6,44,19,635,45,23,706362484847,706362485201
7,44,21,211,46,22,706362486299,706362486760
1,47,20,412,41,23,706362488480,706362488626
2,45,20,337,43,23,706362489779,706362490176
3,45,20,107,50,22,706362491583,706362492179
4,45,21,431,40,24,706362492561,706362492994
5,45,21,128,47,23,706362493501,706362494719
6,45,19,640,45,23,706362495364,706362495717
7,45,21,104,46,22,706362496816,706362497275
2,46,20,222,43,23,706362500296,706362500686
3,46,19,220,50,22,706362502101,706362502695
4,46,20,437,40,24,706362503078,706362503515
5,46,20,145,47,23,706362504019,706362505238
6,46,19,641,46,23,706362505882,706362506240
7,46,20,223,46,22,706362507335,706362507795
2,47,20,347,43,23,706362510814,706362511206
3,47,19,189,51,22,706362512619,706362513217
4,47,21,418,40,24,706362513596,706362514034
5,47,20,130,47,23,706362514536,706362515755
6,47,19,503,45,23,706362516399,706362516752
7,47,20,115,46,22,706362517852,706362518312
