nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
1,2,21,449,29,24,706291581201,706291581665
2,1,22,575,29,23,706291581580,706291582298
\\x82\\x0c\\x1cp\\x8c\\x1c\\x82\\x0cr\\xe0\\x0c\\x0c\\x1c\\xe2\\x0c\\x1c\\x90\\xfc,706291582713,706291583340
\\x8e\\x0cpp\\x8c\\x1c\\x80\\x0c\\x8e\\x8cL\\x0c\\x1c\\x90\\x0c\\x1c\\x8e\\xfc,706291583160,706291584202
\\x82\\x0c\\x8ep\\x8c\\x1c\\x82\\x0cr\\xe0\\x0c\\x0c\\x1c\\xe2\\x0c\\x1c\\x90\\xfc,706291584224,706291584852
5,1,22,369,30,23,706291586793,706291586840
6,1,21,944,28,24,706291586779,706291587460
7,1,21,417,29,23,706291588497,706291589241
1,5,22,557,29,24,706291590236,706291590702
$2,2,2;,662,29,23,206291598098,706291592813
3,2,20,247,34,23,706291593678,706291594556
4,2,22,623,27,24,706291594966,706291595681
5,2,22,104,30,23,706291597309,706291597354
6,2,19,635,28,24,706291597296,706291597974
7,2,22,257,29,23,706291599013,706291599761
1,6,22,488,29,24,706291600754,706291601217
2,3,23,403,28,23,706291602615,706291603333
3,3,20,170,34,23,706291604196,706291605081
4,3,20,449,27,24,706291605483,706291606203
5,3,22,190,30,23,706291607826,706291607868
6,3,20,763,29,24,706291607814,706291608490
7,3,21,365,29,23,706291609530,706291610271
1,7,21,477,29,24,706291611272,706291611736
2,4,22,510,28,23,706291613133,706291613845
3,4,20,154,34,23,706291614717,706291615600
4,4,22,581,27,24,706291616000,706291616713
5,4,22,185,30,23,706291618344,706291618392
6,4,21,615,29,24,706291618331,706291619013
7,4,22,356,29,24,706291620048,706291620787
1,8,22,471,29,24,706291621789,706291622252
2,5,22,471,28,23,706291623649,706291624362
3,5,21,151,34,23,706291625236,706291626116
4,5,23,582,26,24,706291626517,706291627233
5,5,21,167,30,24,706291628862,706291628906
7,5,23,477,29,24,706291630566,706291631309
1,9,22,444,28,24,706291632306,706291632770
2,6,22,475,28,23,706291634166,706291634886
3,6,21,254,34,23,706291635754,706291636634
4,6,21,451,26,24,706291637034,706291637755
5,6,21,185,30,24,706291639379,706291639423
6,6,21,762,29,24,706291639365,706291640041
7,6,24,252,29,24,706291641083,706291641823
1,10,22,445,28,24,706291642824,706291643292
2,7,21,498,28,23,706291644684,706291645395
3,7,21,249,34,23,706291646272,706291647152
4,7,20,587,26,24,706291647551,706291648268
5,7,22,186,30,24,706291649897,706291649943
6,7,20,767,29,24,706291649884,706291650558
7,7,23,267,29,24,706291651599,706291652345
1,11,21,443,28,24,706291653342,706291653803
2,8,21,476,28,23,706291655202,706291655911
\\x8e\\x0c\\x0c\\x1c\\x80\\x0cp\\x90\\xcc\\x1cp\\xcc\\x1c\\x90\\x0c\\x1c\\x8e\\xfc,706291656794,706291657840
4,8,22,452,26,25,706291658069,706291658784
5,8,22,187,30,24,706291660415,706291660458
6,8,21,627,28,24,706291660401,706291661076
7,8,22,277,29,24,706291662117,706291662860
1,12,21,469,28,24,706291663857,706291664322
2,9,21,483,28,23,706291665719,706291666432
