nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp,sent,received
5,1,20,489,41,23,706443508403,706443508200
1,4,20,400,41,23,706443512039,706443512321
2,2,18,636,39,23,706443513660,706443514133
3,2,19,323,46,22,706443516160,706443515860
5,2,20,512,41,23,706443518921,706443518719
1,5,20,530,41,22,706443524060,706443524348
2,3,20,496,39,23,706443525679,706443526152
3,3,20,320,46,22,706443528179,706443527878
5,3,20,508,41,23,706443530940,706443530736
1,6,19,398,41,22,706443534578,706443534861
2,4,19,494,39,23,706443536197,706443536668
3,4,20,320,46,22,706443538697,706443538398
5,4,20,476,41,23,706443541459,706443541256
1,7,20,532,41,22,706443545095,706443545379
2,5,19,630,39,23,706443546715,706443547183
3,5,19,316,46,22,706443549214,706443548913
5,5,20,501,41,23,706443551977,706443551776
1,8,20,396,41,22,706443555613,706443555895
2,6,21,632,39,23,706443557232,706443557708
3,6,19,317,46,22,706443559731,706443559424
5,6,20,472,41,23,706443562495,706443562291
1,9,19,531,41,22,706443566131,706443566419
2,7,20,492,39,23,706443567750,706443568220
3,7,19,314,46,22,706443570248,706443569946
4,7,21,112,36,24,706443570175,706443570698
5,7,19,469,41,23,706443573014,706443572809
1,10,20,397,41,22,706443576648,706443576931
2,8,20,630,39,23,706443578267,706443578737
3,8,20,196,46,22,706443580765,706443580462
4,8,19,187,30,24,706443580692,706443581215
5,8,20,464,41,23,706443583534,706443583330
1,11,18,498,41,22,706443587166,706443587448
2,9,21,628,39,23,706443588785,706443589261
3,9,20,312,47,22,706443591283,706443590982
4,9,21,185,36,24,706443591209,706443591733
5,9,21,621,41,23,706443594051,706443593846
1,12,19,532,41,22,706443597683,706443597970
2,10,20,630,39,23,706443599303,706443599772
3,10,19,311,46,22,706443601801,706443601502
4,10,21,185,36,24,706443601727,706443602255
5,10,20,460,41,23,706443604570,706443604373
1,13,18,496,41,22,706443608200,706443608482
2,11,21,616,39,23,706443609820,706443610289
3,11,19,53,46,22,706443612318,706443612016
4,11,19,84,36,24,706443612244,706443612764
5,11,20,608,41,23,706443615088,706443614881
1,14,20,527,42,22,706443618718,706443618999
2,12,21,483,39,23,706443620338,706443620811
3,12,20,184,46,22,706443622836,706443622536
4,12,19,74,37,24,706443622761,706443623283
5,12,20,448,41,23,706443625606,706443625402
1,15,20,498,41,22,706443629235,706443629516
2,13,20,617,39,23,706443630855,706443631327
3,13,18,185,46,22,706443633353,706443633051
4,13,21,70,36,24,706443633279,706443633805
5,13,19,471,41,23,706443636125,706443635919
1,16,20,495,41,22,706443639753,706443640037
2,14,19,614,39,23,706443641373,706443641846
3,14,20,187,46,22,706443643871,706443643567
4,14,20,181,36,24,706443643797,706443644321
5,14,20,471,41,23,706443646643,706443646438
1,17,18,498,41,22,706443650270,706443650551
2,15,21,477,39,23,706443651890,706443652359
3,15,19,298,46,22,706443654389,706443654089
4,15,19,198,36,24,706443654314,706443654838
5,15,20,441,41,23,706443657161,706443656955
