nodeName,packetNumber,temperature,brightness,humidity,onBoardTemp
1,1,22,600,43,21
1,2,21,737,43,21
1,3,21,603,43,21
1,4,20,605,43,21
1,5,22,474,43,21
1,6,21,477,42,21
1,7,21,612,43,21
1,8,21,615,42,21
1,9,21,481,43,21
1,10,21,477,43,21
1,11,21,478,42,21
1,12,20,620,42,21
1,13,21,621,42,21
1,14,22,485,42,21
1,15,22,622,42,21
1,16,21,484,42,21
1,17,22,483,42,21
1,18,21,601,42,21
1,19,22,465,42,21
1,20,22,464,42,21
1,21,20,468,42,21
1,22,21,616,42,21
1,23,22,624,42,21
1,24,21,627,42,21
1,25,20,629,42,21
1,26,22,632,42,21
1,27,21,631,42,21
1,28,21,632,42,21
1,29,21,498,42,21
1,30,22,500,42,21
1,31,22,504,42,21
1,32,21,642,42,21
1,33,21,647,42,21
1,34,21,648,42,21
1,35,21,512,42,21
1,36,21,517,42,21
1,37,21,518,43,22
1,38,21,517,43,22
1,39,21,654,43,22
1,40,21,518,43,22
1,41,21,657,43,22
1,42,21,660,43,22
1,43,21,525,43,22
1,44,22,524,43,22
1,45,21,665,43,22
1,46,21,524,43,22
1,47,22,657,43,22
1,48,20,521,43,22
1,49,21,656,43,22
1,50,21,652,43,22
1,51,21,516,43,22
1,52,21,651,43,22
1,53,21,509,43,22
1,54,21,642,43,22
1,55,22,651,43,22
1,56,20,654,43,22
1,57,21,657,43,22
1,58,21,661,42,22
1,59,22,665,43,22
1,60,22,670,42,22
1,61,22,529,42,22
1,62,22,671,42,22
1,63,21,536,42,22
1,64,21,838,42,22
1,65,21,536,42,22
1,66,20,667,42,22
1,67,22,535,42,22
1,68,21,675,42,22
1,69,21,672,42,22
1,70,21,537,42,22
1,71,21,536,42,22
1,72,21,538,42,22
1,73,21,680,42,22
1,74,21,540,42,22
1,75,21,537,42,22
1,76,21,678,42,22
1,77,22,544,42,22
1,78,21,547,42,22
1,79,21,551,42,22
1,80,20,552,42,22
1,81,21,694,42,22
1,82,21,555,42,22
1,83,21,555,42,22
